id,label,class_id,source_family,source_reference_url,tactic,technique,scenario,obfuscation_type,execution_behavior,safety_class,scriptblock,expected_signal,safety_notes
OBF-030,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,nop_w_hidden_marker_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-030'; $indicator = 'PoWeRsHeLl -NoP -w HiDdEn -C ''<pLaCeHoLdEr CoMmAnD>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-031,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,nop_w_hidden_marker_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-031'; $encoded = 'cABvAHcAZQByAHMAaABlAGwAbAAgAC0AbgBvAHAAIAAtAHcAIABoAGkAZABkAGUAbgAgAC0AYwAgACcAPABwAGwAYQBjAGUAaABvAGwAZABlAHIAIABjAG8AbQBtAGEAbgBkAD4AJwA='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-032,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,nop_w_hidden_marker_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-032'; $indicator = 'power`shell -nop -w hidden -c ''<placeholder command>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-033,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,downgrade_marker_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-033'; $parts = @('powershell', '.exe -Vers', 'ion 2 -NoP', 'rofile -Co', 'mmand ''<pl', 'aceholder>', ''''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-034,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,downgrade_marker_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-034'; $indicator = 'PoWeRsHeLl.ExE -vErSiOn 2 -NoPrOfIlE -cOmMaNd ''<PlAcEhOlDeR>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-035,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,downgrade_marker_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-035'; $encoded = 'cABvAHcAZQByAHMAaABlAGwAbAAuAGUAeABlACAALQBWAGUAcgBzAGkAbwBuACAAMgAgAC0ATgBvAFAAcgBvAGYAaQBsAGUAIAAtAEMAbwBtAG0AYQBuAGQAIAAnADwAcABsAGEAYwBlAGgAbwBsAGQAZQByAD4AJwA='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-036,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,downgrade_marker_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-036'; $indicator = 'power`shell.exe -Version 2 -NoProfile -Com`mand ''<placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-037,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Command and Control,T1105,bits_transfer_marker_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-037'; $parts = @('Start-BitsTran', 'sfer -Source ''', 'http://example', '.local/file'' -', 'Destination ''$', 'env:TEMP\file'''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-038,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Command and Control,T1105,bits_transfer_marker_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-038'; $indicator = 'StArT-bItStRaNsFeR -sOuRcE ''hTtP://eXaMpLe.LoCaL/fIlE'' -dEsTiNaTiOn ''$EnV:tEmP\fIlE'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-039,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Command and Control,T1105,bits_transfer_marker_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-039'; $encoded = 'UwB0AGEAcgB0AC0AQgBpAHQAcwBUAHIAYQBuAHMAZgBlAHIAIAAtAFMAbwB1AHIAYwBlACAAJwBoAHQAdABwADoALwAvAGUAeABhAG0AcABsAGUALgBsAG8AYwBhAGwALwBmAGkAbABlACcAIAAtAEQAZQBzAHQAaQBuAGEAdABpAG8AbgAgACcAJABlAG4AdgA6AFQARQBNAFAAXABmAGkAbABlACcA'; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-040,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Command and Control,T1105,bits_transfer_marker_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-040'; $indicator = 'Start-BitsTransfer -Source ''http://example.local/file'' -Destination ''$env:TEMP\file'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-041,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,reflection_load_marker_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-041'; $parts = @('[Reflect', 'ion.Asse', 'mbly]::L', 'oad(<BYT', 'E_ARRAY_', 'PLACEHOL', 'DER>)'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-042,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,reflection_load_marker_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-042'; $indicator = '[ReFlEcTiOn.AsSeMbLy]::LoAd(<ByTe_ArRaY_pLaCeHoLdEr>)'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-043,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,reflection_load_marker_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-043'; $encoded = 'WwBSAGUAZgBsAGUAYwB0AGkAbwBuAC4AQQBzAHMAZQBtAGIAbAB5AF0AOgA6AEwAbwBhAGQAKAA8AEIAWQBUAEUAXwBBAFIAUgBBAFkAXwBQAEwAQQBDAEUASABPAEwARABFAFIAPgApAA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-044,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,reflection_load_marker_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-044'; $indicator = '[Reflection.Assembly]::Load(<BYTE_ARRAY_PLACEHOLDER>)'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-045,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,add_type_marker_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-045'; $parts = @('Add-Typ', 'e -Type', 'Definit', 'ion ''<C', 'Sharp p', 'lacehol', 'der>'''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-046,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,add_type_marker_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-046'; $indicator = 'AdD-tYpE -tYpEdEfInItIoN ''<cShArP pLaCeHoLdEr>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-047,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,add_type_marker_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-047'; $encoded = 'QQBkAGQALQBUAHkAcABlACAALQBUAHkAcABlAEQAZQBmAGkAbgBpAHQAaQBvAG4AIAAnADwAQwBTAGgAYQByAHAAIABwAGwAYQBjAGUAaABvAGwAZABlAHIAPgAnAA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-048,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,add_type_marker_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-048'; $indicator = 'Add-Type -TypeDefinition ''<CSharp placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-049,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Lateral Movement,T1059.001,scriptblock_remote_marker_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-049'; $parts = @('Invoke-Comm', 'and -Comput', 'erName ''<ho', 'st>'' -Scrip', 'tBlock { <p', 'laceholder>', ' }'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-050,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Lateral Movement,T1059.001,scriptblock_remote_marker_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-050'; $indicator = 'InVoKe-CoMmAnD -cOmPuTeRnAmE ''<hOsT>'' -sCrIpTbLoCk { <PlAcEhOlDeR> }'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-051,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Lateral Movement,T1059.001,scriptblock_remote_marker_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-051'; $encoded = 'SQBuAHYAbwBrAGUALQBDAG8AbQBtAGEAbgBkACAALQBDAG8AbQBwAHUAdABlAHIATgBhAG0AZQAgACcAPABoAG8AcwB0AD4AJwAgAC0AUwBjAHIAaQBwAHQAQgBsAG8AYwBrACAAewAgADwAcABsAGEAYwBlAGgAbwBsAGQAZQByAD4AIAB9AA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-052,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Lateral Movement,T1059.001,scriptblock_remote_marker_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-052'; $indicator = 'In`voke-Com`mand -ComputerName ''<host>'' -ScriptBlock { <placeholder> }'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-053,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Lateral Movement,T1059.001,pssession_marker_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-053'; $parts = @('Enter-', 'PSSess', 'ion -C', 'ompute', 'rName ', '''<host', '>'''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-054,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Lateral Movement,T1059.001,pssession_marker_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-054'; $indicator = 'EnTeR-pSsEsSiOn -CoMpUtErNaMe ''<HoSt>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-055,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Lateral Movement,T1059.001,pssession_marker_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-055'; $encoded = 'RQBuAHQAZQByAC0AUABTAFMAZQBzAHMAaQBvAG4AIAAtAEMAbwBtAHAAdQB0AGUAcgBOAGEAbQBlACAAJwA8AGgAbwBzAHQAPgAnAA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-056,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Lateral Movement,T1059.001,pssession_marker_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-056'; $indicator = 'Enter-PSSession -ComputerName ''<host>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-057,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Persistence,T1053,scheduled_task_string_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-057'; $parts = @('New-ScheduledT', 'askAction -Exe', 'cute ''powershe', 'll.exe'' -Argum', 'ent ''-NoProfil', 'e <placeholder', '>'''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-058,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Persistence,T1053,scheduled_task_string_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-058'; $indicator = 'NeW-sChEdUlEdTaSkAcTiOn -ExEcUtE ''pOwErShElL.eXe'' -ArGuMeNt ''-NoPrOfIlE <pLaCeHoLdEr>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-059,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Persistence,T1053,scheduled_task_string_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-059'; $encoded = 'TgBlAHcALQBTAGMAaABlAGQAdQBsAGUAZABUAGEAcwBrAEEAYwB0AGkAbwBuACAALQBFAHgAZQBjAHUAdABlACAAJwBwAG8AdwBlAHIAcwBoAGUAbABsAC4AZQB4AGUAJwAgAC0AQQByAGcAdQBtAGUAbgB0ACAAJwAtAE4AbwBQAHIAbwBmAGkAbABlACAAPABwAGwAYQBjAGUAaABvAGwAZABlAHIAPgAnAA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-060,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Persistence,T1053,scheduled_task_string_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-060'; $indicator = 'New-ScheduledTaskAction -Execute ''power`shell.exe'' -Argument ''-NoProfile <placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-061,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Persistence,T1547,registry_run_string_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-061'; $parts = @('Set-ItemProperty', ' -Path ''HKCU:\So', 'ftware\Microsoft', '\Windows\Current', 'Version\Run'' -Na', 'me ''<placeholder', '>'''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-062,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Persistence,T1547,registry_run_string_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-062'; $indicator = 'SeT-iTeMpRoPeRtY -pAtH ''hKcU:\sOfTwArE\mIcRoSoFt\WiNdOwS\cUrReNtVeRsIoN\rUn'' -NaMe ''<PlAcEhOlDeR>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-063,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Persistence,T1547,registry_run_string_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-063'; $encoded = 'UwBlAHQALQBJAHQAZQBtAFAAcgBvAHAAZQByAHQAeQAgAC0AUABhAHQAaAAgACcASABLAEMAVQA6AFwAUwBvAGYAdAB3AGEAcgBlAFwATQBpAGMAcgBvAHMAbwBmAHQAXABXAGkAbgBkAG8AdwBzAFwAQwB1AHIAcgBlAG4AdABWAGUAcgBzAGkAbwBuAFwAUgB1AG4AJwAgAC0ATgBhAG0AZQAgACcAPABwAGwAYQBjAGUAaABvAGwAZABlAHIAPgAnAA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-064,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Persistence,T1547,registry_run_string_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-064'; $indicator = 'Set-ItemProperty -Path ''HKCU:\Software\Microsoft\Windows\CurrentVersion\Run'' -Name ''<placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-065,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1562,amsi_keyword_placeholder_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-065'; $parts = @('AmsiUtils an', 'd amsiInitFa', 'iled placeho', 'lder string ', 'for detectio', 'n testing on', 'ly'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-066,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1562,amsi_keyword_placeholder_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-066'; $indicator = 'AmSiUtIlS aNd AmSiInItFaIlEd PlAcEhOlDeR sTrInG fOr DeTeCtIoN tEsTiNg OnLy'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-067,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1562,amsi_keyword_placeholder_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-067'; $encoded = 'QQBtAHMAaQBVAHQAaQBsAHMAIABhAG4AZAAgAGEAbQBzAGkASQBuAGkAdABGAGEAaQBsAGUAZAAgAHAAbABhAGMAZQBoAG8AbABkAGUAcgAgAHMAdAByAGkAbgBnACAAZgBvAHIAIABkAGUAdABlAGMAdABpAG8AbgAgAHQAZQBzAHQAaQBuAGcAIABvAG4AbAB5AA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-068,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1562,amsi_keyword_placeholder_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-068'; $indicator = 'AmsiUtils and amsiInitFailed placeholder string for detection testing only'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-069,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Collection,T1560,compress_archive_collection_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-069'; $parts = @('Compress-Archive', ' -Path ''$env:USE', 'RPROFILE\Documen', 'ts\*.txt'' -Desti', 'nationPath ''$env', ':TEMP\archive.zi', 'p'''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-070,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Collection,T1560,compress_archive_collection_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-070'; $indicator = 'CoMpReSs-ArChIvE -pAtH ''$eNv:UsErPrOfIlE\dOcUmEnTs\*.TxT'' -dEsTiNaTiOnPaTh ''$EnV:tEmP\aRcHiVe.ZiP'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-071,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Collection,T1560,compress_archive_collection_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-071'; $encoded = 'QwBvAG0AcAByAGUAcwBzAC0AQQByAGMAaABpAHYAZQAgAC0AUABhAHQAaAAgACcAJABlAG4AdgA6AFUAUwBFAFIAUABSAE8ARgBJAEwARQBcAEQAbwBjAHUAbQBlAG4AdABzAFwAKgAuAHQAeAB0ACcAIAAtAEQAZQBzAHQAaQBuAGEAdABpAG8AbgBQAGEAdABoACAAJwAkAGUAbgB2ADoAVABFAE0AUABcAGEAcgBjAGgAaQB2AGUALgB6AGkAcAAnAA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
